WhatsApp Number,Seller Name,Issue Type,Description,Status,Assigned To,Resolution Summary,Timestamp
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
